,query_id,device_classification_name,approval_number,device_name,applicant_name,applicant_contact,correspondent_name,regulation_number,classification_product_code,date_received,decision_date,decision,regulation_medical_specialty,review_panel,summary_link,type,reviewed_by_third_party,combination_product
8168,K171835,"laser, comb, hair",k171835,irradiation aesthetic device,zhang  sudi,zhang  sudi,cassie  lee,890.5500,oap,06/20/2017,01/30/2018,substantially equivalent     (sese),physical medicine,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k171835.pdf,traditional,no,no
8169,K190063,"system and accessories, isolated heart, transport and preservation",k190063,servator c salf solution,carmelo  gagliano,carmelo  gagliano,joyce  st. germain,876.5880,msb,01/15/2019,08/14/2019,substantially equivalent     (sese),gastroenterology/urology,gastroenterology/urology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190063.pdf,traditional,no,no
8170,K200091,"pump, blood, cardiopulmonary bypass, non-roller type",k200091,capiox icp centrifugal pump,john  chesney,john  chesney,john  chesney,870.4360,kfm,01/16/2020,11/18/2021,substantially equivalent     (sese),cardiovascular,cardiovascular,,traditional,no,no
8171,K180172,"lens, contact (other material) - daily",k180172,fluoroperm 30 & paragon thin (paflufocon c) rgp contact lenses with tangible hydra-peg; fluoroperm 60 & paragon hds (paflufocon b) rgp contact lenses with tangible hydra-peg; fluoroperm 92 (paflufocon a) rgp contact lenses with tangible hydra-peg; fluoroperm 151 & paragon hds 100 (paflufocon d) rgp,rich  jefferies,rich  jefferies,bret james andre,886.5916,hqd,01/22/2018,03/16/2018,substantially equivalent     (sese),ophthalmic,ophthalmic,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180172.pdf,traditional,no,no
8172,K192834,"electroconvulsive therapy device for catatonia, major depressive disorder, and bipolar disorder",k192834,mecta sigma,robin  nicol,robin  nicol,robin  nicol,882.5940,qgh,10/02/2019,04/26/2020,substantially equivalent     (sese),neurology,neurology,,special,no,no
8173,K231823,"apparatus, nitric oxide delivery",k231823,noxboxi nitric oxide delivery system,dave  loflin,dave  loflin,brittany  dunning,868.5165,mrn,06/21/2023,08/11/2023,substantially equivalent     (sese),anesthesiology,anesthesiology,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231823.pdf,special,no,no
8174,K173799,"catheter, percutaneous",k173799,navicross 0.018,yuko  watanabe,yuko  watanabe,yuko  watanabe,870.1250,dqy,12/14/2017,03/29/2018,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173799.pdf,traditional,no,no
8175,K193136,"plate, bone",k193136,stryker customized mandible recon plate kit,zainab  amini,zainab  amini,zainab  amini,872.4760,jey,11/13/2019,03/26/2020,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193136.pdf,special,no,no
8176,K221384,"stimulator, nerve, transcutaneous, over-the-counter",k221384,"heating tens/ems device, ft-240-1, heating tens/ems device, ft-240-2",aaron  huang,aaron  huang,aaron  huang,882.5890,nuh,05/13/2022,06/11/2022,substantially equivalent     (sese),neurology,neurology,,special,no,no
8177,K181279,"system, x-ray, stationary",k181279,ysio max,denise  adams,denise  adams,denise  adams,892.1680,kpr,05/15/2018,06/13/2018,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181279.pdf,special,no,no
8178,K200239,"lubricant, personal",k200239,astroglide organix gel,richard  hines,richard  hines,richard  hines,884.5300,nuc,01/31/2020,11/13/2020,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k200239.pdf,traditional,no,no
8179,K231792,"syringe, piston",k231792,verisafe safety sterile syringes,zearou  yang,zearou  yang,wei shan hsu,880.5860,fmf,06/20/2023,09/28/2023,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231792.pdf,traditional,no,no
8180,K220974,"laser, ophthalmic",k220974,r:gen,haelyung  hwang,haelyung  hwang,dulciana  chan,886.4390,hqf,04/04/2022,12/27/2022,substantially equivalent     (sese),ophthalmic,ophthalmic,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k220974.pdf,traditional,no,no
8181,K230044,"system, image processing, radiological",k230044,pre-sure,smriti  zaneveld,smriti  zaneveld,elisa  maldonado-holmertz,892.2050,llz,01/06/2023,05/26/2023,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k230044.pdf,traditional,no,no
8182,K203272,"visual, pregnancy hcg, prescription use",k203272,alltest pregnancy rapid combo test cassette,rosa  wu,rosa  wu,joe  shia,862.1155,jhi,11/06/2020,01/31/2022,substantially equivalent     (sese),clinical chemistry,clinical chemistry,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203272.pdf,traditional,no,no
8183,K220507,"catheter access cover, tamper-resistant",k220507,"3m curos tamper-evident device, 3m curos tamper-evident device, large",hilary  hovde,hilary  hovde,hilary  hovde,880.5970,pzw,02/22/2022,05/23/2022,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k220507.pdf,traditional,no,no
8184,K182116,"hearing aid, bone conduction, implanted",k182116,"ba310 abutment, bia310 implant/abutment",beth  murray,beth  murray,beth  murray,874.3302,mah,08/06/2018,12/19/2018,substantially equivalent     (sese),ear nose & throat,ear nose & throat,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182116.pdf,traditional,no,no
8185,K230342,powered laser surgical instrument,k230342,phototherapy system  (ol-pdt950),avril  ouyang,avril  ouyang,helen  nan,878.4810,gex,02/08/2023,08/16/2023,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k230342.pdf,traditional,no,no
8186,K183454,"stimulator, muscle, powered, for muscle conditioning",k183454,tyece otc ems system,parshid  falahati,parshid  falahati,guenter  ginsberg,890.5850,ngx,12/13/2018,02/26/2019,substantially equivalent     (sese),physical medicine,neurology,,traditional,no,no
8187,K211286,"filter, bacterial, breathing-circuit",k211286,ultipor u55/u55n breathing circuit filter and heat and moisture exchanger,brian  goetz,brian  goetz,randy  prebula,868.5260,cah,04/27/2021,11/16/2021,substantially equivalent     (sese),anesthesiology,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k211286.pdf,traditional,no,no
8188,K193267,"system, x-ray, tomography, computed",k193267,al-rad companion (musculoskeletal),alaine  medio,alaine  medio,alaine  medio,892.1750,jak,11/26/2019,03/16/2020,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193267.pdf,traditional,no,no
8189,K211551,"bone grafting material, animal source",k211551,wishbone ha,emilie  dory,emilie  dory,emilie  dory,872.3930,npm,05/19/2021,08/20/2021,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k211551.pdf,traditional,no,no
8190,K221344,interventional fluoroscopic x-ray system,k221344,nview s1 with nav option,lisa  last,lisa  last,lisa  last,892.1650,owb,05/09/2022,12/28/2022,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221344.pdf,traditional,no,no
8191,K180069,"system, applicator, radionuclide, remote-controlled",k180069,hdr mri lumen marker,andrew  bright,andrew  bright,andrew  bright,892.5700,jaq,01/09/2018,04/27/2018,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180069.pdf,traditional,no,no
8192,K173197,blood pressure cuff,k173197,reusable nibp cuff,yunxi  xiong,yunxi  xiong,kevin  wang,870.1120,dxq,10/02/2017,08/21/2018,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173197.pdf,traditional,no,no
8193,K193328,powered light based non-laser surgical instrument with thermal effect,k193328,ipl + diode laser machine,li  ye,li  ye,ray  wang,878.4810,onf,12/02/2019,03/25/2020,substantially equivalent     (sese),general & plastic surgery,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k193328.pdf,traditional,no,no
8194,K213655,"stimulator, muscle, powered",k213655,"hitop® (models: hitop®4touch, hitop®2touch, hitop®1touch)",mohammadali  nezakati,mohammadali  nezakati,bhoomika  joyappa,890.5850,ipf,11/19/2021,01/17/2023,substantially equivalent     (sese),physical medicine,physical medicine,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k213655.pdf,traditional,no,no
8195,K210399,"needle, hypodermic, single lumen",k210399,unifine safecontrol,darren  mansell,darren  mansell,darren  mansell,880.5570,fmi,02/10/2021,09/17/2021,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210399.pdf,special,no,no
8196,K181955,"stimulator, muscle, powered, for muscle conditioning",k181955,wiemspro,jose  fuertes pena,jose  fuertes pena,jose  fuertes pena,890.5850,ngx,07/23/2018,02/12/2019,substantially equivalent     (sese),physical medicine,physical medicine,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181955.pdf,traditional,no,no
8197,K182179,"plate, fixation, bone",k182179,advantagerib anterior system,andrew  davison,andrew  davison,jennifer  palinchik,888.3030,hrs,08/13/2018,11/16/2018,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182179.pdf,traditional,no,no
8198,K202060,"catheter, intravascular, therapeutic, short-term less than 30 days",k202060,disposable iv catheter,liang  wanjie,liang  wanjie,ray  wang,880.5200,foz,07/27/2020,07/23/2021,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k202060.pdf,traditional,no,no
8199,K180104,condom,k180104,trojan chain reaction natural rubber latex condom with sensate lubricant,joelle  reinson,joelle  reinson,joelle  reinson,884.5300,his,01/16/2018,03/14/2018,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k180104.pdf,traditional,no,no
8200,K181151,"instrumentation, surgical mesh, urogynecologic, stress urinary incontinence",k181151,gynecare tvt abbrevo continence system; gynecare tvt obturator continence system,debbie  fazen,debbie  fazen,debbie  fazen,884.4910,pwj,05/01/2018,08/10/2018,substantially equivalent     (sese),obstetrics/gynecology,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181151.pdf,traditional,no,no
8201,K172371,"shoulder prosthesis, reverse configuration",k172371,arthrex univers revers coated baseplate,courtney  smith,courtney  smith,courtney  smith,888.3660,phx,08/07/2017,03/22/2018,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k172371.pdf,traditional,no,no
8202,K182190,"monitor, ultrasonic, fetal",k182190,fetal doppler,qihuan  zhao,qihuan  zhao,qihuan  zhao,884.2660,kng,08/13/2018,12/19/2018,substantially equivalent     (sese),obstetrics/gynecology,obstetrics/gynecology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182190.pdf,traditional,no,no
8203,K222275,automated radiological image processing software,k222275,saige-density,b. nathan  hunt,b. nathan  hunt,b. nathan  hunt,892.2050,qih,07/29/2022,12/16/2022,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222275.pdf,traditional,no,no
8204,K203417,"sleeve, limb, compressible",k203417,dvt-4000s,su  hyeon so,su  hyeon so,su  hyeon so,870.5800,jow,11/19/2020,03/28/2021,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203417.pdf,traditional,no,no
8205,K213757,"resin, root canal filling",k213757,endocem mta premixed regular,sungwook  jang,sungwook  jang,sungwook  jang,872.3820,kif,11/30/2021,02/14/2023,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k213757.pdf,traditional,no,no
8206,K181443,respiratory virus panel nucleic acid assay system,k181443,accula rsv test,barbara  stevens,barbara  stevens,barbara  stevens,866.3980,occ,05/31/2018,11/23/2018,substantially equivalent     (sese),microbiology,microbiology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k181443.pdf,dual track,no,no
8207,K190688,"introducer, catheter",k190688,"versacross steerable sheath, versacross transseptal dilator",may  tsai,may  tsai,may  tsai,870.1340,dyb,03/18/2019,04/17/2019,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k190688.pdf,special,no,no
8208,K221790,"instrument, ultrasonic surgical",k221790,harmonic 700 shears,nathan  anderson,nathan  anderson,hillary  lewis,,lfl,06/21/2022,02/28/2023,substantially equivalent     (sese),,general & plastic surgery,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k221790.pdf,traditional,no,no
8209,K222142,"implant, endosseous, root-form",k222142,br sla type implant system,hong koo yeo,hong koo yeo,joyce  kwon,872.3640,dze,07/20/2022,06/24/2023,substantially equivalent     (sese),dental,dental,https://www.accessdata.fda.gov/cdrh_docs/pdf22/k222142.pdf,traditional,no,no
8210,K222129,polymer patient examination glove,k222129,"nitrile examination powder free glove, blue tested for use with 32 chemotherapy drugs and fentanyl permeation resistance claim, nitrile examination powder free glove, black tested for use with 32 chemotherapy drugs and fentanyl permeation resistance claim",shahana parveen binti ridzam shah,shahana parveen binti ridzam shah,david  lim,880.6250,lza,07/18/2022,02/10/2023,substantially equivalent     (sese),general hospital,general hospital,,traditional,no,no
8211,K183277,oximeter,k183277,spo2 sensor,fu  jian,fu  jian,fu  jian,870.2700,dqa,11/23/2018,05/15/2019,substantially equivalent     (sese),cardiovascular,anesthesiology,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k183277.pdf,traditional,no,no
8212,K182781,"glucose oxidase, glucose",k182781,pts professional chemistry kit,samuel  engelman,samuel  engelman,samuel  engelman,862.1345,cga,10/01/2018,12/21/2018,substantially equivalent - kit     (sesk),clinical chemistry,clinical chemistry,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k182781.pdf,traditional,no,no
8213,K212040,"system, image processing, radiological",k212040,ri.hip modeler,michael  gosha,michael  gosha,michael  gosha,892.2050,llz,06/30/2021,03/11/2022,substantially equivalent     (sese),radiology,radiology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k212040.pdf,traditional,no,no
8214,K231152,wound dressing with animal-derived material(s),k231152,collagen wound dressing,yi  fu,yi  fu,ziling  shangguan,,kgn,04/24/2023,10/12/2023,substantially equivalent     (sese),,general & plastic surgery,,traditional,no,no
8215,K173381,"display, cathode-ray tube, medical",k173381,nexxis or,eric  caus,eric  caus,eric  caus,870.2450,dxj,10/30/2017,02/22/2018,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf17/k173381.pdf,special,no,no
8216,K192929,"sterilant, medical devices",k192929,"system 1e liquid chemical sterilant processing system, system 1 endo liquid chemical sterilant processing system, model p6800, system 1 endo liquid chemical sterilant processing system, model p6900",jennifer  nalepka,jennifer  nalepka,jennifer  nalepka,880.6885,med,10/17/2019,12/10/2019,substantially equivalent     (sese),general hospital,general hospital,https://www.accessdata.fda.gov/cdrh_docs/pdf19/k192929.pdf,special,no,no
8217,K183104,"screw, fixation, bone",k183104,mini cannulated headed and headless screw set,sanja  jahr,sanja  jahr,sanja  jahr,888.3040,hwc,11/08/2018,06/10/2019,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf18/k183104.pdf,traditional,no,no
8218,K210448,"electrode, cutaneous",k210448,adhesive electrode,haze  xu,haze  xu,haze  xu,882.1320,gxy,02/16/2021,08/31/2021,substantially equivalent     (sese),neurology,neurology,https://www.accessdata.fda.gov/cdrh_docs/pdf21/k210448.pdf,traditional,no,no
8219,K203790,"electrode measurement, blood-gases (pco2, po2) and blood ph",k203790,gem premier 5000,gabriella  erdosy,gabriella  erdosy,gabriella  erdosy,862.1120,chl,12/28/2020,08/20/2021,substantially equivalent     (sese),clinical chemistry,clinical chemistry,https://www.accessdata.fda.gov/cdrh_docs/pdf20/k203790.pdf,special,no,no
8220,K231147,"pin, fixation, smooth",k231147,hammerdesis™ interphalangeal fusion system,david  posillico,david  posillico,barry  sands,888.3040,hty,04/21/2023,09/14/2023,substantially equivalent     (sese),orthopedic,orthopedic,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k231147.pdf,traditional,no,no
8221,K230679,"ring, annuloplasty",k230679,wellsform tricuspid annuloplasty band (wf),woodrow  mathison,woodrow  mathison,woodrow  mathison,870.3800,krh,03/13/2023,05/26/2023,substantially equivalent     (sese),cardiovascular,cardiovascular,https://www.accessdata.fda.gov/cdrh_docs/pdf23/k230679.pdf,traditional,no,no
